raw_text,text_tfidf,text_bert,time
﻿﻿자사주 매입이나 해라 황선생,자사주 매입이나 해라 황선생,자사주 매입이나 해라 황선생,2025-03-31T22:50:19+09:00
﻿﻿끈질기네,끈질기네,끈질기네,2025-04-01T04:15:22+09:00
﻿﻿마 테슬라는 잘간다 니는 머하냐,마 테슬라는 잘간다 니는 머하냐,마 테슬라는 잘간다 니는 머하냐,2025-03-28T00:29:20+09:00
﻿﻿이랬는데 지금은 두려움 느끼면 도망가는게 맞는거같애,이랬는데 지금은 두려움 느끼면 도망가는게 맞는거같애,이랬는데 지금은 두려움 느끼면 도망가는게 맞는거같애,2025-03-31T22:38:12+09:00
﻿﻿뭐 주식 하루 이틀 하고 뺄 것도 아니고. 빅테크 그냥 꾸준히 냅두면 되겠죠.,뭐 주식 하루 이틀 하고 뺄 것도 아니고 빅테크 그냥 꾸준히 냅두면 되겠죠,뭐 주식 하루 이틀 하고 뺄 것도 아니고. 빅테크 그냥 꾸준히 냅두면 되겠죠.,2025-03-28T09:16:15+09:00
﻿﻿다시올라가지마!!!!! 안돼!!!!,다시올라가지마 안돼,다시올라가지마!!!!! 안돼!!!!,2025-03-27T23:32:04+09:00
﻿﻿선택은 내 몫인데 트럼프 정말 한숨나오게 나랑 왜 이렇게 악연이냐 1기 때도 손해 엄청 봤는데,선택은 내 몫인데 트럼프 정말 한숨나오게 나랑 왜 이렇게 악연이냐 1기 때도 손해 엄청 봤는데,선택은 내 몫인데 트럼프 정말 한숨나오게 나랑 왜 이렇게 악연이냐 1기 때도 손해 엄청 봤는데,2025-03-27T12:27:46+09:00
﻿﻿감사합니다,감사합니다,감사합니다,2025-03-25T02:20:44+09:00
﻿﻿떨구냐 지겹다 엔비야 어차피 올라갈거자너 ㅡㅡ 걍 오늘가자 좀,떨구냐 지겹다 엔비야 어차피 올라갈거자너 걍 오늘가자 좀,떨구냐 지겹다 엔비야 어차피 올라갈거자너 ㅡㅡ 걍 오늘가자 좀,2025-03-27T22:19:11+09:00
﻿﻿어휴 너가 여기서 이러면 어카냐,어휴 너가 여기서 이러면 어카냐,어휴 너가 여기서 이러면 어카냐,2025-03-29T00:28:29+09:00
﻿﻿걱정도 안한다 레알든든국밥,걱정도 안한다 레알든든국밥,걱정도 안한다 레알든든국밥,2025-03-31T20:26:37+09:00
﻿﻿매수할때는 피가 난자할때 라던데 아직이군요,매수할때는 피가 난자할때 라던데 아직이군요,매수할때는 피가 난자할때 라던데 아직이군요,2025-03-31T17:25:04+09:00
﻿﻿더 빠지기 힘들겁니다. 강력한 지지라인.,더 빠지기 힘들겁니다 강력한 지지라인,더 빠지기 힘들겁니다. 강력한 지지라인.,2025-03-26T23:37:17+09:00
﻿﻿젠슨황 피살당했나요?,젠슨황 피살당했나요,젠슨황 피살당했나요?,2025-04-01T23:20:09+09:00
﻿﻿인간적으로 오늘은 상승해야하지 않겠니??????????????????????????????????????,인간적으로 오늘은 상승해야하지 않겠니,인간적으로 오늘은 상승해야하지 않겠니??????????????????????????????????????,2025-03-27T15:50:24+09:00
﻿﻿프장에 내리면 떡상,프장에 내리면 떡상,프장에 내리면 떡상,2025-04-01T17:17:16+09:00
﻿﻿올해 3개월동안 벌었던 돈 절반이 이틀만에 사라지네 ㅋㅋㅋ 이럴때도 있는거지 뭐..  화이팅,올해 3개월동안 벌었던 돈 절반이 이틀만에 사라지네 이럴때도 있는거지 뭐 화이팅,올해 3개월동안 벌었던 돈 절반이 이틀만에 사라지네 ㅋㅋㅋ 이럴때도 있는거지 뭐.. 화이팅,2025-03-29T01:25:12+09:00
﻿﻿꼴보기 싫네,꼴보기 싫네,꼴보기 싫네,2025-03-28T11:59:09+09:00
﻿﻿오눌이 저점일까 내일이 저점일까,오눌이 저점일까 내일이 저점일까,오눌이 저점일까 내일이 저점일까,2025-03-27T22:53:27+09:00
﻿﻿110 진입좀,110 진입좀,110 진입좀,2025-03-27T20:23:49+09:00
﻿﻿지금주어야함,지금주어야함,지금주어야함,2025-03-24T18:35:52+09:00
﻿﻿어렵다,어렵다,어렵다,2025-03-26T06:34:54+09:00
﻿﻿주문 가시성이 뚜렷한 미국 상위 4대 CSP(클라우드 서비스 제공업체)를 1순위 고객으로 분류하고 있다. 이 때문에 젠슨 황 CEO가 GTC에서 Blackwell과 Hopper 간 CSP 수요 비교에 집중한 것이다. 이는 많은 것을 시사한다.  CSP들은 최신 GPU에 대해 우선 공급권(first dibs) 을 가지며 대량 출하를 밀어붙이고 엔비디아 AI 서버를 신속히 조립·납품할 수 있는 조립 업체들과 협력한다. 이러한 조립 업체들도 1순위 파트너로 분류된다.  현재 CSP들이 GB200 NVL72 서버 조립을 맡긴 업체는 다음과 같다:  마이크로소프트: 폭스콘 (Foxconn)  메타(Meta) 구글(Google) 아마존(Amazon): 콴타(Quanta)  여기서 말하는 대량 출하란 2025년 1분기 수백 개 랙(rack) 규모 출하 2025년 2분기 수천 개 랙 규모로 확대를 의미한다.  슈퍼마이크로(Super Micro)와 델(Dell)은 아직 이 수준에는 도달하지 못한 것으로 보인다.  📈팔로우하시고 경제력 업그레이드 하세요!📈,주문 가시성이 뚜렷한 미국 상위 4대 CSP클라우드 서비스 제공업체를 1순위 고객으로 분류하고 있다 이 때문에 젠슨 황 CEO가 GTC에서 Blackwell과 Hopper 간 CSP 수요 비교에 집중한 것이다 이는 많은 것을 시사한다 CSP들은 최신 GPU에 대해 우선 공급권first dibs 을 가지며 대량 출하를 밀어붙이고 엔비디아 AI 서버를 신속히 조립납품할 수 있는 조립 업체들과 협력한다 이러한 조립 업체들도 1순위 파트너로 분류된다 현재 CSP들이 GB200 NVL72 서버 조립을 맡긴 업체는 다음과 같다 마이크로소프트 폭스콘 Foxconn 메타Meta 구글Google 아마존Amazon 콴타Quanta 여기서 말하는 대량 출하란 2025년 1분기 수백 개 랙rack 규모 출하 2025년 2분기 수천 개 랙 규모로 확대를 의미한다 슈퍼마이크로Super Micro와 델Dell은 아직 이 수준에는 도달하지 못한 것으로 보인다 팔로우하시고 경제력 업그레이드 하세요,주문 가시성이 뚜렷한 미국 상위 4대 CSP클라우드 서비스 제공업체를 1순위 고객으로 분류하고 있다. 이 때문에 젠슨 황 CEO가 GTC에서 Blackwell과 Hopper 간 CSP 수요 비교에 집중한 것이다. 이는 많은 것을 시사한다. CSP들은 최신 GPU에 대해 우선 공급권first dibs 을 가지며 대량 출하를 밀어붙이고 엔비디아 AI 서버를 신속히 조립납품할 수 있는 조립 업체들과 협력한다. 이러한 조립 업체들도 1순위 파트너로 분류된다. 현재 CSP들이 GB200 NVL72 서버 조립을 맡긴 업체는 다음과 같다 마이크로소프트 폭스콘 Foxconn 메타Meta 구글Google 아마존Amazon 콴타Quanta 여기서 말하는 대량 출하란 2025년 1분기 수백 개 랙rack 규모 출하 2025년 2분기 수천 개 랙 규모로 확대를 의미한다. 슈퍼마이크로Super Micro와 델Dell은 아직 이 수준에는 도달하지 못한 것으로 보인다. 팔로우하시고 경제력 업그레이드 하세요!,2025-04-01T20:40:39+09:00
﻿﻿바닥은 모르겠으나 어째든 엄청난 수익을 내고 있는건 변함없는 사실. 경기침체가 걱정되나 그것만 안온다면 더 갈 회사,바닥은 모르겠으나 어째든 엄청난 수익을 내고 있는건 변함없는 사실 경기침체가 걱정되나 그것만 안온다면 더 갈 회사,바닥은 모르겠으나 어째든 엄청난 수익을 내고 있는건 변함없는 사실. 경기침체가 걱정되나 그것만 안온다면 더 갈 회사,2025-04-01T23:33:30+09:00
﻿﻿흔드는구만,흔드는구만,흔드는구만,2025-03-28T21:40:45+09:00
﻿﻿언제 다 회복하고 오를지 아무도 모룸ㅋㅋㅋㅋ 부실기업도 아니고 개잡주도 아니고 테마주도 아님 그래서 결국 존버하면 하락폭 이상으로 오름 근데 언제인지는... 진정한 존버 주식이 된듯 싶다.. 빚투는 아니라 존버하는데 파란불 계좌 볼때마다 씁쓸함은 어쩔수 없다.. 다들 힘내요,언제 다 회복하고 오를지 아무도 모룸 부실기업도 아니고 개잡주도 아니고 테마주도 아님 그래서 결국 존버하면 하락폭 이상으로 오름 근데 언제인지는 진정한 존버 주식이 된듯 싶다 빚투는 아니라 존버하는데 파란불 계좌 볼때마다 씁쓸함은 어쩔수 없다 다들 힘내요,언제 다 회복하고 오를지 아무도 모룸ㅋㅋㅋㅋ 부실기업도 아니고 개잡주도 아니고 테마주도 아님 그래서 결국 존버하면 하락폭 이상으로 오름 근데 언제인지는... 진정한 존버 주식이 된듯 싶다.. 빚투는 아니라 존버하는데 파란불 계좌 볼때마다 씁쓸함은 어쩔수 없다.. 다들 힘내요,2025-03-31T22:30:02+09:00
﻿﻿엔비 주주긴한데 100달러 깨지는거 함 보고싶다 추매하게 ㅋㅋ,엔비 주주긴한데 100달러 깨지는거 함 보고싶다 추매하게,엔비 주주긴한데 100달러 깨지는거 함 보고싶다 추매하게 ㅋㅋ,2025-04-01T22:47:26+09:00
﻿﻿얍삽이 황을 무너트려라,얍삽이 황을 무너트려라,얍삽이 황을 무너트려라,2025-03-24T23:23:08+09:00
﻿﻿ㅋㅋㅋㅋㅋㅋ,,ㅋㅋㅋㅋㅋㅋ,2025-03-24T23:12:39+09:00
﻿﻿꺼억,꺼억,꺼억,2025-03-25T07:45:40+09:00
﻿﻿시원하게 100깨자,시원하게 100깨자,시원하게 100깨자,2025-03-31T18:07:44+09:00
﻿﻿이새기 뭐하노,이새기 뭐하노,이새기 뭐하노,2025-03-28T01:05:31+09:00
﻿﻿ㅋㅋ,,ㅋㅋ,2025-03-29T03:43:05+09:00
﻿﻿내는게 보복이죠ㅎㅎ,내는게 보복이죠,내는게 보복이죠ㅎㅎ,2025-03-28T23:11:30+09:00
﻿﻿흐른다.,흐른다,흐른다.,2025-03-24T22:52:53+09:00
﻿﻿꾸준매,꾸준매,꾸준매,2025-04-01T13:07:35+09:00
﻿﻿다이조브해,다이조브해,다이조브해,2025-03-28T21:41:30+09:00
﻿﻿너 진짜 너무한다,너 진짜 너무한다,너 진짜 너무한다,2025-03-26T22:50:31+09:00
﻿﻿그만좀 팔아라 쫌,그만좀 팔아라 쫌,그만좀 팔아라 쫌,2025-03-27T23:41:16+09:00
﻿﻿90주 팔고 6주 남기고 잠시 후퇴합니다 넘 사정이~~~,90주 팔고 6주 남기고 잠시 후퇴합니다 넘 사정이,90주 팔고 6주 남기고 잠시 후퇴합니다 넘 사정이,2025-03-31T17:21:09+09:00
﻿﻿하락장에서 테크계열이 더 빠지는데  그중에서도 엔비디아가 원탑임 따라서 엔비디아 << 시장반등을 예상하면 최고의 종목인건 맞는거같음..,하락장에서 테크계열이 더 빠지는데 그중에서도 엔비디아가 원탑임 따라서 엔비디아 시장반등을 예상하면 최고의 종목인건 맞는거같음,하락장에서 테크계열이 더 빠지는데 그중에서도 엔비디아가 원탑임 따라서 엔비디아 시장반등을 예상하면 최고의 종목인건 맞는거같음..,2025-03-31T22:47:26+09:00
﻿﻿C발 려나 140에서 127까지 물탓다 더내려 가라 다물타게 좀 나가서 다른것좀 사자 ㅋㅋㅋㅋ,C발 려나 140에서 127까지 물탓다 더내려 가라 다물타게 좀 나가서 다른것좀 사자,C발 려나 140에서 127까지 물탓다 더내려 가라 다물타게 좀 나가서 다른것좀 사자 ㅋㅋㅋㅋ,2025-03-26T23:09:13+09:00
﻿﻿테슬라 20퍼 오르기전 매물대ㅋㅋㅋㅋㅋ 대형투자기관에서 물량 매집중이라.. 가격이 안오르는거임ㅋㅋㅋ 아마 한번 크게 내리고 테슬라처럼 엄청 올리지 싶다..ㅋㅋ,테슬라 20퍼 오르기전 매물대 대형투자기관에서 물량 매집중이라 가격이 안오르는거임 아마 한번 크게 내리고 테슬라처럼 엄청 올리지 싶다,테슬라 20퍼 오르기전 매물대ㅋㅋㅋㅋㅋ 대형투자기관에서 물량 매집중이라.. 가격이 안오르는거임ㅋㅋㅋ 아마 한번 크게 내리고 테슬라처럼 엄청 올리지 싶다..ㅋㅋ,2025-03-26T07:43:55+09:00
﻿﻿20만원!,20만원,20만원!,2025-03-26T18:31:43+09:00
﻿﻿테슬라는 탈출기회도 주는데 엔비는  왜 안주나요?,테슬라는 탈출기회도 주는데 엔비는 왜 안주나요,테슬라는 탈출기회도 주는데 엔비는 왜 안주나요?,2025-03-31T16:42:00+09:00
﻿﻿옵션때문인지 시장이 저점이라고 생각한건지 생각보다 방어를 잘하네요 ㅎㅎ..,옵션때문인지 시장이 저점이라고 생각한건지 생각보다 방어를 잘하네요,옵션때문인지 시장이 저점이라고 생각한건지 생각보다 방어를 잘하네요 ㅎㅎ..,2025-03-29T01:27:38+09:00
﻿﻿다들 몇층인가요?,다들 몇층인가요,다들 몇층인가요?,2025-03-27T21:52:15+09:00
﻿﻿머야 엔비,머야 엔비,머야 엔비,2025-03-26T23:17:05+09:00
﻿﻿체결강도 무엇,체결강도 무엇,체결강도 무엇,2025-03-26T21:04:25+09:00
﻿﻿당신들은 역사에 기록될겁니다,당신들은 역사에 기록될겁니다,당신들은 역사에 기록될겁니다,2025-03-27T22:29:27+09:00
﻿﻿105 ㅂㅂ 당분간 오지않을 가격,105 당분간 오지않을 가격,105 ㅂㅂ 당분간 오지않을 가격,2025-03-31T21:05:20+09:00
﻿﻿엔비 엔딩,엔비 엔딩,엔비 엔딩,2025-03-25T21:00:13+09:00
﻿﻿아 ㄹㅇ 짜증ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  진짜 일주일째 내리꼽고있네,아 짜증 진짜 일주일째 내리꼽고있네,아 ㄹㅇ 짜증ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 일주일째 내리꼽고있네,2025-04-01T23:22:20+09:00
﻿﻿오늘 장열리면 그냥 던져야겠네 이건.,오늘 장열리면 그냥 던져야겠네 이건,오늘 장열리면 그냥 던져야겠네 이건.,2025-03-31T16:14:29+09:00
﻿﻿진짜 돌아 삐겠네,진짜 돌아 삐겠네,진짜 돌아 삐겠네,2025-03-31T09:27:42+09:00
﻿﻿내가 왜 애플 빼고 엔비에 더 넣었을까....퓨......,내가 왜 애플 빼고 엔비에 더 넣었을까퓨,내가 왜 애플 빼고 엔비에 더 넣었을까....퓨......,2025-03-28T11:16:19+09:00
﻿﻿엔비디아도  쫌. 쭉 올라가보잣!!,엔비디아도 쫌 쭉 올라가보잣,엔비디아도 쫌. 쭉 올라가보잣!!,2025-03-28T00:07:20+09:00
﻿﻿줍줍,줍줍,줍줍,2025-03-29T14:24:13+09:00
﻿﻿? 나 102에 삿는데 왜 ...,나 102에 삿는데 왜,? 나 102에 삿는데 왜 ...,2025-03-31T22:33:43+09:00
﻿﻿깨질거같음..????,깨질거같음,깨질거같음..????,2025-03-31T22:41:37+09:00
﻿﻿하방이 뚫려있네,하방이 뚫려있네,하방이 뚫려있네,2025-03-27T10:59:36+09:00
﻿﻿지표 잘 나오면 괜찮은데,지표 잘 나오면 괜찮은데,지표 잘 나오면 괜찮은데,2025-03-25T22:54:06+09:00
﻿﻿아침부터 스물 스물 벌레잡아야 되나,아침부터 스물 스물 벌레잡아야 되나,아침부터 스물 스물 벌레잡아야 되나,2025-03-27T09:09:23+09:00
﻿﻿옵션 개짜증나네ㅋㅋㅋ,옵션 개짜증나네,옵션 개짜증나네ㅋㅋㅋ,2025-03-24T23:09:07+09:00
﻿﻿선수입장,선수입장,선수입장,2025-03-24T23:15:31+09:00
﻿﻿뜬다뜬다,뜬다뜬다,뜬다뜬다,2025-03-31T20:50:07+09:00
﻿﻿항상 주식 살때마다 시장은 제 방향과 반대로 가는것같네요,항상 주식 살때마다 시장은 제 방향과 반대로 가는것같네요,항상 주식 살때마다 시장은 제 방향과 반대로 가는것같네요,2025-03-27T07:34:36+09:00
﻿﻿하 진짜 130정도는 주고 떨어져야 하는 거 아니니?,하 진짜 130정도는 주고 떨어져야 하는 거 아니니,하 진짜 130정도는 주고 떨어져야 하는 거 아니니?,2025-03-27T08:32:28+09:00
﻿﻿요호호호,요호호호,요호호호,2025-03-31T09:13:54+09:00
﻿﻿본전 왔을때 빼길 잘했구만..,본전 왔을때 빼길 잘했구만,본전 왔을때 빼길 잘했구만..,2025-03-25T11:43:53+09:00
﻿﻿가즈아!,가즈아,가즈아!,2025-04-01T19:06:16+09:00
﻿﻿9천원 벌어갑니다,9천원 벌어갑니다,9천원 벌어갑니다,2025-03-24T18:43:47+09:00
﻿﻿그냥 간사하무니다,그냥 간사하무니다,그냥 간사하무니다,2025-04-01T19:50:19+09:00
﻿﻿4월2일 까진 어떻게  될지모름  추세 전환한때까지 관망모드,4월2일 까진 어떻게 될지모름 추세 전환한때까지 관망모드,4월2일 까진 어떻게 될지모름 추세 전환한때까지 관망모드,2025-03-27T02:32:51+09:00
﻿﻿죽는 소리 나오면 오른다는디? 내가 글써서 떨어지겠지,죽는 소리 나오면 오른다는디 내가 글써서 떨어지겠지,죽는 소리 나오면 오른다는디? 내가 글써서 떨어지겠지,2025-03-26T18:15:46+09:00
﻿﻿..,,..,2025-03-31T13:22:25+09:00
﻿﻿엔비주주특징 130달러 든든하다 120달러 든든하다 110달러 든든하다 100달러 든든하다 90달러 든든하다.......10달러 든든하다,엔비주주특징 130달러 든든하다 120달러 든든하다 110달러 든든하다 100달러 든든하다 90달러 든든하다10달러 든든하다,엔비주주특징 130달러 든든하다 120달러 든든하다 110달러 든든하다 100달러 든든하다 90달러 든든하다.......10달러 든든하다,2025-03-31T18:15:13+09:00
﻿﻿슬슬 번지대 세울시간인가보네,슬슬 번지대 세울시간인가보네,슬슬 번지대 세울시간인가보네,2025-03-31T21:53:15+09:00
﻿﻿엔비 관심없었지만 진입각 나온다...,엔비 관심없었지만 진입각 나온다,엔비 관심없었지만 진입각 나온다...,2025-03-27T02:23:49+09:00
﻿﻿가티가쟝,가티가쟝,가티가쟝,2025-04-01T02:39:57+09:00
﻿﻿2018년 3월 철강관세 부가로 스타트 끊었고 6월 중국 제품 관세 부가로 미중 관세전쟁이 시작됐음  그당시에도 특정 종목 관세 부가 명령이 떨어질 때마다 주가가 털썩 주저 앉았는데  직접적인 타격을 받는 종목은 등락폭이 더 컸고요  그런데 2018년에는 미국 경제가 한참  상승랠리를 탈 때였음.  2024년도랑 비슷했음 그래서 관세부가로 주가가 폭락할 때마다 오히려 주워담을 기회였음  근런데 2025 지금은 미국이 경기 둔화 하방압력을 받고있고 2018년도처럼 주가가 오뚜기마냥 다시올라올지는 잘 모르겠지만 폭락할 때마다 단타 기회일 수는 있다고보고요 트럼프가 기업들 부양 프로그램 가동하면 올해도 주가가 3~4분기에 빠르게 반등할 수도 있음  6월달에 트럼프시진핑 생일 정상회담을 할 수 있는데 이때 나스닥 반등을 한번 기대해볼만할수있고요  참고로 1기 때도 4년 임기내내 관세로 싸웠고  이번에도 4년 간 관세로 싸울거라 보이는 만큼 적응을 해야함. 앞으로 주가가 주저앉을때마다 주울 타임인지 아닌지 미국 경기상황을 참고해서 본인 판단에 달렸고요.,2018년 3월 철강관세 부가로 스타트 끊었고 6월 중국 제품 관세 부가로 미중 관세전쟁이 시작됐음 그당시에도 특정 종목 관세 부가 명령이 떨어질 때마다 주가가 털썩 주저 앉았는데 직접적인 타격을 받는 종목은 등락폭이 더 컸고요 그런데 2018년에는 미국 경제가 한참 상승랠리를 탈 때였음 2024년도랑 비슷했음 그래서 관세부가로 주가가 폭락할 때마다 오히려 주워담을 기회였음 근런데 2025 지금은 미국이 경기 둔화 하방압력을 받고있고 2018년도처럼 주가가 오뚜기마냥 다시올라올지는 잘 모르겠지만 폭락할 때마다 단타 기회일 수는 있다고보고요 트럼프가 기업들 부양 프로그램 가동하면 올해도 주가가 34분기에 빠르게 반등할 수도 있음 6월달에 트럼프시진핑 생일 정상회담을 할 수 있는데 이때 나스닥 반등을 한번 기대해볼만할수있고요 참고로 1기 때도 4년 임기내내 관세로 싸웠고 이번에도 4년 간 관세로 싸울거라 보이는 만큼 적응을 해야함 앞으로 주가가 주저앉을때마다 주울 타임인지 아닌지 미국 경기상황을 참고해서 본인 판단에 달렸고요,2018년 3월 철강관세 부가로 스타트 끊었고 6월 중국 제품 관세 부가로 미중 관세전쟁이 시작됐음 그당시에도 특정 종목 관세 부가 명령이 떨어질 때마다 주가가 털썩 주저 앉았는데 직접적인 타격을 받는 종목은 등락폭이 더 컸고요 그런데 2018년에는 미국 경제가 한참 상승랠리를 탈 때였음. 2024년도랑 비슷했음 그래서 관세부가로 주가가 폭락할 때마다 오히려 주워담을 기회였음 근런데 2025 지금은 미국이 경기 둔화 하방압력을 받고있고 2018년도처럼 주가가 오뚜기마냥 다시올라올지는 잘 모르겠지만 폭락할 때마다 단타 기회일 수는 있다고보고요 트럼프가 기업들 부양 프로그램 가동하면 올해도 주가가 34분기에 빠르게 반등할 수도 있음 6월달에 트럼프시진핑 생일 정상회담을 할 수 있는데 이때 나스닥 반등을 한번 기대해볼만할수있고요 참고로 1기 때도 4년 임기내내 관세로 싸웠고 이번에도 4년 간 관세로 싸울거라 보이는 만큼 적응을 해야함. 앞으로 주가가 주저앉을때마다 주울 타임인지 아닌지 미국 경기상황을 참고해서 본인 판단에 달렸고요.,2025-03-27T11:26:03+09:00
﻿﻿그래프가 오늘은 나쁘지 않네,그래프가 오늘은 나쁘지 않네,그래프가 오늘은 나쁘지 않네,2025-03-27T23:09:44+09:00
﻿﻿롱 괴리율만 어떻게 해줘..,롱 괴리율만 어떻게 해줘,롱 괴리율만 어떻게 해줘..,2025-04-02T00:04:04+09:00
﻿﻿떡상 가즈아!!,떡상 가즈아,떡상 가즈아!!,2025-04-01T01:37:19+09:00
﻿﻿여러분들 평단가 120 괜찮나요...?,여러분들 평단가 120 괜찮나요,여러분들 평단가 120 괜찮나요...?,2025-03-27T13:26:19+09:00
﻿﻿찔끔 올리고 다 뺄거면 처음부터 쭉 빼라 망해도 나보다 황사장이 더 망하니까 상관없다,찔끔 올리고 다 뺄거면 처음부터 쭉 빼라 망해도 나보다 황사장이 더 망하니까 상관없다,찔끔 올리고 다 뺄거면 처음부터 쭉 빼라 망해도 나보다 황사장이 더 망하니까 상관없다,2025-03-26T21:09:45+09:00
﻿﻿이럴거면 올리지나말ㅈㅣ!,이럴거면 올리지나말,이럴거면 올리지나말ㅈㅣ!,2025-04-01T10:08:14+09:00
﻿﻿진짜 한주 있는것도 버리고 싶다 ㅜ,진짜 한주 있는것도 버리고 싶다,진짜 한주 있는것도 버리고 싶다 ㅜ,2025-03-28T00:45:29+09:00
﻿﻿목표금액 얼마로 보시나요??,목표금액 얼마로 보시나요,목표금액 얼마로 보시나요??,2025-03-31T20:50:54+09:00
﻿﻿이제 빠질 사람 다 빠진듯,이제 빠질 사람 다 빠진듯,이제 빠질 사람 다 빠진듯,2025-03-31T18:05:54+09:00
﻿﻿거의 변동이 테슬라급이네요  그래도 연말에 200 갑니다 엔멘,거의 변동이 테슬라급이네요 그래도 연말에 200 갑니다 엔멘,거의 변동이 테슬라급이네요 그래도 연말에 200 갑니다 엔멘,2025-03-27T00:15:20+09:00
﻿﻿오늘도 돌아온 나라가 허락한 홀짝 도박장 제가 한 번 해보겠습니다,오늘도 돌아온 나라가 허락한 홀짝 도박장 제가 한 번 해보겠습니다,오늘도 돌아온 나라가 허락한 홀짝 도박장 제가 한 번 해보겠습니다,2025-03-31T17:06:27+09:00
﻿﻿지표는 전반적 좋네요 112깨지면 낭떨어지야,지표는 전반적 좋네요 112깨지면 낭떨어지야,지표는 전반적 좋네요 112깨지면 낭떨어지야,2025-03-27T21:37:17+09:00
﻿﻿에휴...어쩌다 입장이 바꼈네.ㅠ,에휴어쩌다 입장이 바꼈네,에휴...어쩌다 입장이 바꼈네.ㅠ,2025-03-27T00:07:34+09:00
﻿﻿빠진 시총으로 한국 기업 몇개 사겠네,빠진 시총으로 한국 기업 몇개 사겠네,빠진 시총으로 한국 기업 몇개 사겠네,2025-03-27T01:24:03+09:00
﻿﻿테슬라 안갈때 가요. 둘다가면 안되니까 테슬라 자동차 관세나 악재 좀 같이 던질때  엔비 날아갈것,테슬라 안갈때 가요 둘다가면 안되니까 테슬라 자동차 관세나 악재 좀 같이 던질때 엔비 날아갈것,테슬라 안갈때 가요. 둘다가면 안되니까 테슬라 자동차 관세나 악재 좀 같이 던질때 엔비 날아갈것,2025-04-02T07:12:09+09:00
﻿﻿황 오빠 스타트 늦은 거 포장하느라 얘 쓰시는 듯ㅋㅋ,황 오빠 스타트 늦은 거 포장하느라 얘 쓰시는 듯,황 오빠 스타트 늦은 거 포장하느라 얘 쓰시는 듯ㅋㅋ,2025-03-25T16:00:15+09:00
﻿﻿100달러 ㄱㄴㅇ,100달러,100달러 ㄱㄴㅇ,2025-03-31T22:40:52+09:00
﻿﻿지금 돈있다면 계속 추매!!!!  이익은 계속 성장하고 per. fwd per은 역대급으로 계속 낮아지는중  이러다 뽐뿌받으면 180까지 올라도 이상하지 않을만큼 GPU는 잘팔리고 있습니다.,지금 돈있다면 계속 추매 이익은 계속 성장하고 per fwd per은 역대급으로 계속 낮아지는중 이러다 뽐뿌받으면 180까지 올라도 이상하지 않을만큼 GPU는 잘팔리고 있습니다,지금 돈있다면 계속 추매!!!! 이익은 계속 성장하고 per. fwd per은 역대급으로 계속 낮아지는중 이러다 뽐뿌받으면 180까지 올라도 이상하지 않을만큼 GPU는 잘팔리고 있습니다.,2025-04-02T13:20:01+09:00
﻿﻿125불 ㅈㅂ,125불,125불 ㅈㅂ,2025-03-27T22:31:31+09:00
﻿﻿5프로에 놀라서 들어온 개미면 개추 ㅋㅋ,5프로에 놀라서 들어온 개미면 개추,5프로에 놀라서 들어온 개미면 개추 ㅋㅋ,2025-03-28T22:33:57+09:00
﻿﻿테슬라랑 차트가 비슷하게 움직이지 시총도 더 큰데;;,테슬라랑 차트가 비슷하게 움직이지 시총도 더 큰데,테슬라랑 차트가 비슷하게 움직이지 시총도 더 큰데,2025-03-28T05:29:00+09:00
﻿﻿엔비디아 주가가 왜 올라야 하나요? 궁금합니다,엔비디아 주가가 왜 올라야 하나요 궁금합니다,엔비디아 주가가 왜 올라야 하나요? 궁금합니다,2025-04-02T10:12:54+09:00
﻿﻿어쩜 다떨어졌지... 미쳐 도는 주식 세상,어쩜 다떨어졌지 미쳐 도는 주식 세상,어쩜 다떨어졌지... 미쳐 도는 주식 세상,2025-03-31T09:42:04+09:00
﻿﻿다들 평단이 어떻게 되시는지..  하락장 충격먹고 주식창 안본지 꽤 됐는데 여전히 회복하려면 멀었네요,다들 평단이 어떻게 되시는지 하락장 충격먹고 주식창 안본지 꽤 됐는데 여전히 회복하려면 멀었네요,다들 평단이 어떻게 되시는지.. 하락장 충격먹고 주식창 안본지 꽤 됐는데 여전히 회복하려면 멀었네요,2025-04-02T02:48:49+09:00
﻿﻿양전하는꼬라지 하도 많이 봐서 오늘 볼만하겠내,양전하는꼬라지 하도 많이 봐서 오늘 볼만하겠내,양전하는꼬라지 하도 많이 봐서 오늘 볼만하겠내,2025-03-31T20:53:10+09:00
﻿﻿자꾸 119로 내려오고 염~ 병~ 이여~~~ 너는 120 위에서 놀아야 하는 놈이여~~!!!,자꾸 119로 내려오고 염 병 이여 너는 120 위에서 놀아야 하는 놈이여,자꾸 119로 내려오고 염 병 이여 너는 120 위에서 놀아야 하는 놈이여!!!,2025-03-26T14:51:31+09:00
﻿﻿좀 사봐야지!,좀 사봐야지,좀 사봐야지!,2025-03-31T22:32:39+09:00
﻿﻿99달러오면 바로 줍는다,99달러오면 바로 줍는다,99달러오면 바로 줍는다,2025-03-28T02:13:47+09:00
﻿﻿흐르는데 뭘 ai를 인수한다는 건지.........,흐르는데 뭘 ai를 인수한다는 건지,흐르는데 뭘 ai를 인수한다는 건지.........,2025-03-27T02:16:28+09:00
